State,Country,MethAcq,Drug, Potency , Nt Wt ,Seize Year,Seize Month, Post Price 
WV,,P,COCAINE HYDROCHLORIDE, 70 , 2 ,2007,7, 180 
MA,,P,COCAINE, 74 , 3 ,2007,7, 180 
MI,,P,COCAINE, 45 , 3 ,2007,7, 180 
CA,,P,COCAINE, 85 , 5 ,2007,7, 180 
MA,,P,COCAINE, 69 , 3 ,2007,7, 170 
,PR,P,COCAINE, 92 , 5 ,2007,7, 170 
PA,,P,COCAINE, 64 , 2 ,2007,7, 170 
MI,,P,COCAINE, 44 , 3 ,2007,7, 170 
CT,,P,COCAINE, 84 , 1 ,2007,7, 160 
VA,,P,COCAINE, 83 , 1 ,2007,7, 160 
WV,,P,COCAINE, 68 , 1 ,2007,7, 150 
CT,,P,COCAINE HYDROCHLORIDE, 39 , 2 ,2007,7, 150 
DC,,P,COCAINE, 77 , 3 ,2007,7, 150 
DC,,P,COCAINE, 62 , 1 ,2007,7, 150 
AL,,P,COCAINE, 67 , 1 ,2007,7, 150 
DC,,P,COCAINE, 30 , 3 ,2007,7, 150 
VA,,P,COCAINE, 52 , 3 ,2007,7, 130 
FL,,P,COCAINE HYDROCHLORIDE, 55 , 3 ,2007,7, 120 
NY,,P,COCAINE, 78 , 1 ,2007,7, 120 
CT,,P,COCAINE, 44 , 3 ,2007,7, 120 
FL,,P,COCAINE, 65 , 1 ,2007,7, 110 
IL,,P,COCAINE HYDROCHLORIDE, 49 , 3 ,2007,7, 110 
NY,,P,COCAINE HYDROCHLORIDE, 35 , 3 ,2007,7, 110 
SD,,P,COCAINE, 73 , 0 ,2007,7, 100 
SD,,P,COCAINE, 72 , 0 ,2007,7, 100 
SD,,P,COCAINE HYDROCHLORIDE, 39 , 1 ,2007,7, 100 
SD,,P,COCAINE, 68 , 0 ,2007,7, 100 
SD,,P,COCAINE, 31 , 1 ,2007,7, 100 
IN,,P,COCAINE, 50 , 1 ,2007,7, 100 
MD,,P,COCAINE, 78 , 3 ,2007,7, 100 
IL,,P,COCAINE, 35 , 2 ,2007,7, 100 
OH,,P,COCAINE, 79 , 1 ,2007,7, 100 
VA,,P,COCAINE, 86 , 1 ,2007,7, 100 
IN,,P,COCAINE, 46 , 2 ,2007,7, 100 
PA,,P,COCAINE, 91 , 1 ,2007,7, 100 
VA,,P,COCAINE, 77 , 1 ,2007,7, 100 
MS,,P,COCAINE, 79 , 1 ,2007,7, 100 
MD,,P,COCAINE, 86 , 1 ,2007,7, 100 
FL,,P,COCAINE, 83 , 1 ,2007,7, 100 
NY,,P,COCAINE, 60 , 1 ,2007,7, 100 
WV,,P,COCAINE, 32 , 1 ,2007,7, 100 
VA,,P,COCAINE, 42 , 1 ,2007,7, 90 
,PR,P,COCAINE, 72 , 2 ,2007,7, 80 
,PR,P,COCAINE, 84 , 2 ,2007,7, 80 
IN,,P,COCAINE, 85 , 1 ,2007,7, 80 
,PR,P,COCAINE, 86 , 3 ,2007,7, 80 
,PR,P,COCAINE, 80 , 2 ,2007,7, 80 
,PR,P,COCAINE, 61 , 2 ,2007,7, 80 
NY,,P,COCAINE, 81 , 1 ,2007,7, 80 
IN,,P,COCAINE, 55 , 1 ,2007,7, 80 
FL,,P,COCAINE, 86 , 0 ,2007,7, 80 
FL,,P,COCAINE, 90 , 0 ,2007,7, 80 
NY,,P,COCAINE, 74 , 1 ,2007,7, 80 
VA,,P,COCAINE, 80 , 1 ,2007,7, 75 
IL,,P,COCAINE HYDROCHLORIDE, 34 , 2 ,2007,7, 70 
,PR,P,COCAINE, 75 , 1 ,2007,7, 60 
,PR,P,COCAINE, 35 , 1 ,2007,7, 60 
IL,,P,COCAINE HYDROCHLORIDE, 30 , 2 ,2007,7, 60 
OK,,P,COCAINE, 17 , 1 ,2007,7, 60 
AZ,,P,COCAINE HYDROCHLORIDE, 39 , 2 ,2007,7, 60 
NY,,P,COCAINE, 76 , 1 ,2007,7, 60 
NY,,P,COCAINE, 77 , 1 ,2007,7, 60 
FL,,P,COCAINE, 93 , 0 ,2007,7, 60 
FL,,P,COCAINE, 70 , 0 ,2007,7, 60 
FL,,P,COCAINE, 81 , 0 ,2007,7, 60 
FL,,P,COCAINE, 68 , 0 ,2007,7, 60 
FL,,P,COCAINE, 90 , 1 ,2007,7, 51 
WV,,P,COCAINE, 30 , 0 ,2007,7, 50 
WV,,P,COCAINE, 30 , 0 ,2007,7, 50 
AL,,P,COCAINE HYDROCHLORIDE, 46 , 1 ,2007,7, 50 
FL,,P,COCAINE, 89 , 1 ,2007,7, 50 
FL,,P,COCAINE, 87 , 0 ,2007,7, 50 
FL,,P,COCAINE, 67 , 0 ,2007,7, 50 
FL,,P,COCAINE, 90 , 0 ,2007,7, 50 
FL,,P,COCAINE, 86 , 0 ,2007,7, 50 
FL,,P,COCAINE HYDROCHLORIDE, 69 , 0 ,2007,7, 49 
,PR,P,COCAINE, 79 , 1 ,2007,7, 40 
,PR,P,COCAINE HYDROCHLORIDE, 34 , 2 ,2007,7, 40 
NY,,P,COCAINE, 77 , 1 ,2007,7, 40 
NY,,P,COCAINE, 76 , 0 ,2007,7, 40 
NY,,P,COCAINE, 79 , 0 ,2007,7, 40 
DC,,P,COCAINE, 87 , 0 ,2007,7, 40 
VA,,P,COCAINE, 53 , 1 ,2007,7, 40 
NY,,P,COCAINE, 86 , 0 ,2007,7, 40 
NY,,P,COCAINE, 42 , 1 ,2007,7, 40 
NY,,P,COCAINE, 54 , 0 ,2007,7, 40 
DC,,P,COCAINE, 74 , 0 ,2007,7, 40 
DC,,P,COCAINE, 80 , 0 ,2007,7, 40 
FL,,P,COCAINE, 94 , 0 ,2007,7, 40 
FL,,P,COCAINE, 86 , 0 ,2007,7, 40 
FL,,P,COCAINE, 84 , 0 ,2007,7, 40 
FL,,P,COCAINE, 89 , 0 ,2007,7, 40 
FL,,P,COCAINE, 79 , 0 ,2007,7, 40 
FL,,P,COCAINE, 82 , 0 ,2007,7, 40 
FL,,P,COCAINE, 83 , 0 ,2007,7, 40 
FL,,P,COCAINE, 83 , 0 ,2007,7, 40 
NY,,P,COCAINE, 78 , 1 ,2007,7, 40 
DC,,P,COCAINE, 92 , 0 ,2007,7, 40 
NY,,P,COCAINE HYDROCHLORIDE, 57 , 1 ,2007,7, 40 
NY,,P,COCAINE, 54 , 0 ,2007,7, 40 
DC,,P,COCAINE, 64 , 1 ,2007,7, 40 
FL,,P,COCAINE, 90 , 0 ,2007,7, 40 
DC,,P,COCAINE, 67 , 0 ,2007,7, 40 
,PR,P,COCAINE, 74 , 1 ,2007,7, 36 
DC,,P,COCAINE, 60 , 0 ,2007,7, 25 
DC,,P,COCAINE, 91 , 0 ,2007,7, 25 
DC,,P,COCAINE, 55 , 0 ,2007,7, 20 
DC,,P,COCAINE, 59 , 0 ,2007,7, 20 
DC,,P,COCAINE, 42 , 0 ,2007,7, 20 
DC,,P,COCAINE, 82 , 0 ,2007,7, 20 
NY,,P,COCAINE, 39 , 0 ,2007,7, 20 
DC,,P,COCAINE, 58 , 0 ,2007,7, 20 
DC,,P,COCAINE, 82 , 0 ,2007,7, 20 
NY,,P,COCAINE, 41 , 0 ,2007,7, 20 
DC,,P,COCAINE, 54 , 0 ,2007,7, 20 
DC,,P,COCAINE, 50 , 0 ,2007,7, 20 
DC,,P,"COCAINE, SALT UNDETERMINED", 56 , 0 ,2007,7, 20 
DC,,P,COCAINE, 32 , 0 ,2007,7, 19 
CA,,S,COCAINE HYDROCHLORIDE, 83 ," 23,640 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 ," 5,764 ",2007,7, -   
DC,,S,COCAINE, 68 , 2 ,2007,7, -   
NY,,S,COCAINE HYDROCHLORIDE, 84 ," 27,750 ",2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 86 ," 28,860 ",2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 87 ," 3,965 ",2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 88 ," 1,994 ",2007,7, -   
PA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 9,962 ",2007,7, -   
,PR,S,COCAINE HYDROCHLORIDE, 72 ," 6,986 ",2007,7, -   
,PR,S,COCAINE HYDROCHLORIDE, 78 ," 9,992 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 90 , 18 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,7, -   
CA,,S,COCAINE, 46 , 8 ,2007,7, -   
CA,,S,COCAINE, 68 , 43 ,2007,7, -   
CA,,S,COCAINE, 67 , 390 ,2007,7, -   
DC,,S,COCAINE, 65 , 9 ,2007,7, -   
MO,,S,COCAINE, -   , 0 ,2007,7, -   
NY,,S,COCAINE HYDROCHLORIDE, 75 ," 4,968 ",2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 65 , 3 ,2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 91 , 28 ,2007,7, -   
SD,,S,COCAINE, 75 , 2 ,2007,7, -   
SD,,S,COCAINE, 84 , 2 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 80 ," 13,960 ",2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 42 , 3 ,2007,7, -   
VA,,S,COCAINE, 40 , 8 ,2007,7, -   
VA,,S,COCAINE, 39 , 2 ,2007,7, -   
WA,,S,COCAINE HYDROCHLORIDE, 71 , 118 ,2007,7, -   
CA,,G,COCAINE HYDROCHLORIDE, 24 , 1 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 92 ," 7,944 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
CA,,S,COCAINE, 72 , 17 ,2007,7, -   
CA,,S,COCAINE, 67 , 31 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 ," 15,980 ",2007,7, -   
DC,,S,COCAINE, 70 , 0 ,2007,7, -   
DC,,S,COCAINE, 60 , 0 ,2007,7, -   
DC,,S,COCAINE HYDROCHLORIDE, 29 , 0 ,2007,7, -   
DC,,S,COCAINE, 65 , 6 ,2007,7, -   
DC,,S,COCAINE HYDROCHLORIDE, 23 , 10 ,2007,7, -   
DC,,S,COCAINE, 84 , 4 ,2007,7, -   
DC,,S,COCAINE, 51 , 4 ,2007,7, -   
DC,,S,COCAINE, 54 , 5 ,2007,7, -   
DC,,S,COCAINE, 61 , 2 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 64 , 16 ,2007,7, -   
FL,,S,COCAINE, 85 , 6 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 72 , 958 ,2007,7, -   
GA,,S,COCAINE HYDROCHLORIDE, 79 , 23 ,2007,7, -   
GA,,S,COCAINE, 72 , 11 ,2007,7, -   
IL,,S,COCAINE, 65 , 8 ,2007,7, -   
TN,,S,COCAINE HYDROCHLORIDE, 91 , 7 ,2007,7, -   
TN,,S,COCAINE HYDROCHLORIDE, 90 , 56 ,2007,7, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 14 , 160 ,2007,7, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 7 , 0 ,2007,7, -   
PA,,X,COCAINE, 80 , 15 ,2007,7, -   
,PR,S,COCAINE HYDROCHLORIDE, 90 ," 1,000 ",2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 73 , 998 ,2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 83 , 62 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 89 ," 1,990 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 81 ," 14,910 ",2007,7, -   
DC,,S,COCAINE, 57 , 4 ,2007,7, -   
DC,,S,COCAINE, 43 , 0 ,2007,7, -   
DC,,S,COCAINE, 42 , 0 ,2007,7, -   
NY,,S,COCAINE HYDROCHLORIDE, 80 , 485 ,2007,7, -   
DC,,S,COCAINE, 59 , 0 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
DC,,S,COCAINE HYDROCHLORIDE, 76 , 4 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 945 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 79 ," 1,444 ",2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 83 , 533 ,2007,7, -   
FL,,S,COCAINE, 76 , 14 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 79 , 164 ,2007,7, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 81 , 281 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 45 , 2 ,2007,7, -   
FL,,S,COCAINE, -   , 0 ,2007,7, -   
MO,,S,COCAINE HYDROCHLORIDE, 63 ," 9,055 ",2007,7, -   
MO,,S,COCAINE HYDROCHLORIDE, 92 ," 15,990 ",2007,7, -   
MO,,S,"COCAINE, SALT UNDETERMINED", 70 , 1 ,2007,7, -   
NC,,S,COCAINE HYDROCHLORIDE, 85 ," 24,720 ",2007,7, -   
OH,,S,COCAINE HYDROCHLORIDE, 78 ," 9,001 ",2007,7, -   
SC,,S,COCAINE HYDROCHLORIDE, 80 , 125 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 ," 25,010 ",2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
VA,,S,COCAINE, 60 , 18 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
DC,,S,COCAINE, 78 , 1 ,2007,7, -   
DE,,S,COCAINE, 74 , 4 ,2007,7, -   
DE,,S,COCAINE HYDROCHLORIDE, 61 , 7 ,2007,7, -   
FL,,S,COCAINE, 68 , 2 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 58 , 995 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 67 , 372 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 72 , 1 ,2007,7, -   
IL,,S,COCAINE, 65 , 186 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 53 , 498 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 49 , 251 ,2007,7, -   
IN,,S,COCAINE, 70 , 4 ,2007,7, -   
KS,,S,COCAINE HYDROCHLORIDE, 77 , 998 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 61 , 20 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 60 , 15 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 80 ," 1,986 ",2007,7, -   
TX,,S,COCAINE, 84 , 5 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 43 , 4 ,2007,7, -   
,PR,S,COCAINE HYDROCHLORIDE, 45 , 1 ,2007,7, -   
,PR,S,COCAINE, 71 , 3 ,2007,7, -   
AL,,S,COCAINE HYDROCHLORIDE, 62 , 0 ,2007,7, -   
DC,,S,COCAINE, 62 , 0 ,2007,7, -   
DC,,S,COCAINE, 55 , 0 ,2007,7, -   
DC,,S,COCAINE, 87 , 0 ,2007,7, -   
DC,,S,COCAINE, 57 , 1 ,2007,7, -   
DC,,S,COCAINE, 56 , 1 ,2007,7, -   
DC,,S,COCAINE, 57 , 0 ,2007,7, -   
DC,,S,COCAINE, 67 , 3 ,2007,7, -   
DC,,S,COCAINE, 93 , 2 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 60 ," 11,810 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 77 ," 12,960 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 ," 30,040 ",2007,7, -   
DC,,S,COCAINE, 46 , 2 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 82 , 974 ,2007,7, -   
MD,,S,COCAINE, 91 , 0 ,2007,7, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
MI,,S,COCAINE HYDROCHLORIDE, 85 ," 10,930 ",2007,7, -   
NY,,B,COCAINE HYDROCHLORIDE, 68 , 942 ,2007,7, -   
NY,,B,COCAINE HYDROCHLORIDE, 66 , 279 ,2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 84 ," 25,050 ",2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 83 ," 24,870 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 92 ," 26,800 ",2007,7, -   
DC,,S,COCAINE, 58 , 1 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 80 , 281 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 74 ," 71,680 ",2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 78 ," 329,500 ",2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 87 ," 1,002 ",2007,7, -   
KS,,S,COCAINE HYDROCHLORIDE, 61 , 120 ,2007,7, -   
KS,,S,COCAINE, 58 , 133 ,2007,7, -   
KS,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
KS,,S,COCAINE, 54 , 1 ,2007,7, -   
KS,,S,COCAINE, 81 , 2 ,2007,7, -   
KS,,S,COCAINE, -   , 0 ,2007,7, -   
KS,,S,COCAINE, -   , 0 ,2007,7, -   
KS,,S,COCAINE, 35 , 5 ,2007,7, -   
KS,,S,COCAINE, 29 , 94 ,2007,7, -   
KS,,S,"COCAINE, SALT UNDETERMINED", -   , 53 ,2007,7, -   
KS,,S,COCAINE HYDROCHLORIDE, 61 , 169 ,2007,7, -   
KS,,S,"COCAINE, SALT UNDETERMINED", -   , 63 ,2007,7, -   
KY,,S,COCAINE HYDROCHLORIDE, 76 ," 4,985 ",2007,7, -   
KY,,S,COCAINE, 46 , 1 ,2007,7, -   
MD,,S,COCAINE HYDROCHLORIDE, 83 , 52 ,2007,7, -   
MD,,S,COCAINE HYDROCHLORIDE, 59 , 40 ,2007,7, -   
MO,,S,COCAINE HYDROCHLORIDE, 21 , 974 ,2007,7, -   
SD,,S,COCAINE, -   , 0 ,2007,7, -   
SD,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
SD,,S,COCAINE, -   , 0 ,2007,7, -   
SD,,S,COCAINE, -   , 0 ,2007,7, -   
SD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
SD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
SD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
SD,,S,COCAINE, -   , 0 ,2007,7, -   
SD,,S,COCAINE, -   , 0 ,2007,7, -   
SD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 46 , 0 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 32 , 3 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 83 , 5 ,2007,7, -   
VA,,S,COCAINE, 64 , 7 ,2007,7, -   
ME,,X,COCAINE, 97 , 0 ,2007,7, -   
,SG,S,COCAINE HYDROCHLORIDE, 78 , 10 ,2007,7, -   
CT,,G,COCAINE HYDROCHLORIDE, 76 , 1 ,2007,7, -   
CT,,G,COCAINE HYDROCHLORIDE, 9 , 1 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 35 , 377 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 26 , 127 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 42 , 14 ,2007,7, -   
CA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
DC,,S,COCAINE, 41 , 14 ,2007,7, -   
DC,,S,COCAINE, 45 , 325 ,2007,7, -   
DC,,S,COCAINE, 44 , 42 ,2007,7, -   
DC,,S,COCAINE, 85 , 7 ,2007,7, -   
DC,,S,COCAINE, 48 , 1 ,2007,7, -   
DC,,S,COCAINE, 94 , 0 ,2007,7, -   
DC,,S,COCAINE, 78 , 66 ,2007,7, -   
DC,,S,COCAINE, 83 , 0 ,2007,7, -   
DC,,S,COCAINE, 51 , 9 ,2007,7, -   
DC,,S,COCAINE, 49 , 1 ,2007,7, -   
DC,,S,COCAINE HYDROCHLORIDE, 60 , 1 ,2007,7, -   
DC,,S,COCAINE, 75 , 0 ,2007,7, -   
FL,,S,COCAINE, 67 , 2 ,2007,7, -   
IA,,S,COCAINE, 37 , 15 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 71 , 904 ,2007,7, -   
IN,,S,COCAINE HYDROCHLORIDE, 32 , 109 ,2007,7, -   
IN,,S,COCAINE HYDROCHLORIDE, 37 , 2 ,2007,7, -   
KY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
LA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
MD,,S,COCAINE HYDROCHLORIDE, 59 , 104 ,2007,7, -   
MD,,S,COCAINE, 54 , 11 ,2007,7, -   
NY,,S,COCAINE HYDROCHLORIDE, 64 , 33 ,2007,7, -   
NY,,S,COCAINE, 82 , 1 ,2007,7, -   
OH,,S,COCAINE, 84 , 5 ,2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 63 ," 2,956 ",2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 63 , 976 ,2007,7, -   
PA,,S,COCAINE HYDROCHLORIDE, 61 , 5 ,2007,7, -   
TN,,S,COCAINE HYDROCHLORIDE, 86 ," 3,002 ",2007,7, -   
TN,,S,COCAINE HYDROCHLORIDE, 86 ," 6,995 ",2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 38 , 6 ,2007,7, -   
TX,,S,COCAINE, 53 , 10 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 , 2 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 20,090 ",2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 , 11 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 81 ," 37,890 ",2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 9,957 ",2007,7, -   
TX,,S,COCAINE, 87 , 2 ,2007,7, -   
VT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
VT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
WI,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
WV,,S,COCAINE, 30 , 5 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
VT,,X,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
IL,,G,COCAINE HYDROCHLORIDE, 57 , 1 ,2007,7, -   
NY,,G,COCAINE, 62 , 0 ,2007,7, -   
MD,,R,COCAINE HYDROCHLORIDE, 90 , 0 ,2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 84 ," 1,003 ",2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
CT,,S,"COCAINE, SALT UNDETERMINED", 42 ," 28,980 ",2007,7, -   
DC,,S,COCAINE, 87 , 1 ,2007,7, -   
DC,,S,COCAINE, 79 , 0 ,2007,7, -   
DC,,S,COCAINE, 72 , 3 ,2007,7, -   
DC,,S,COCAINE, 60 , 1 ,2007,7, -   
DC,,S,COCAINE, 82 , 0 ,2007,7, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
DC,,S,COCAINE, 64 , 5 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 89 , 2 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 73 , 77 ,2007,7, -   
IL,,S,COCAINE HYDROCHLORIDE, 45 , 123 ,2007,7, -   
IN,,S,COCAINE, 82 , 1 ,2007,7, -   
MD,,S,COCAINE, -   , 0 ,2007,7, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,7, -   
MO,,S,COCAINE HYDROCHLORIDE, 40 , 28 ,2007,7, -   
NJ,,S,COCAINE HYDROCHLORIDE, 91 ," 1,461 ",2007,7, -   
NM,,S,COCAINE HYDROCHLORIDE, 78 ," 1,002 ",2007,7, -   
OR,,S,COCAINE HYDROCHLORIDE, 38 , 28 ,2007,7, -   
SC,,S,COCAINE HYDROCHLORIDE, 85 , 15 ,2007,7, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 508 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 52 , 2 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 62 , 16 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 74 , 17 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 72 , 10 ,2007,7, -   
UT,,S,COCAINE HYDROCHLORIDE, 56 , 1 ,2007,7, -   
WV,,S,COCAINE, 36 , 6 ,2007,7, -   
WV,,S,COCAINE, 77 , 0 ,2007,7, -   
WV,,S,COCAINE, 76 , 1 ,2007,7, -   
AL,,S,COCAINE, 52 , 110 ,2007,7, -   
AZ,,S,COCAINE HYDROCHLORIDE, 87 ," 11,030 ",2007,7, -   
CA,,S,COCAINE, 67 , 50 ,2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 76 ," 19,000 ",2007,7, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 ," 6,947 ",2007,7, -   
DC,,S,COCAINE, 52 , 0 ,2007,7, -   
DC,,S,COCAINE, 58 , 6 ,2007,7, -   
DC,,S,COCAINE, 56 , 1 ,2007,7, -   
DC,,S,COCAINE, 49 , 1 ,2007,7, -   
DC,,S,COCAINE, 43 , 5 ,2007,7, -   
DC,,S,COCAINE, 44 , 2 ,2007,7, -   
DC,,S,COCAINE, 87 , 11 ,2007,7, -   
DC,,S,COCAINE, -   , 0 ,2007,7, -   
DC,,S,COCAINE, 67 , 14 ,2007,7, -   
DC,,S,COCAINE, 65 , 0 ,2007,7, -   
FL,,S,COCAINE, 75 , 33 ,2007,7, -   
FL,,S,COCAINE, -   , 0 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,7, -   
FL,,S,COCAINE, 83 , 3 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 44 , 1 ,2007,7, -   
FL,,S,COCAINE, -   , 0 ,2007,7, -   
FL,,S,COCAINE, 83 , 0 ,2007,7, -   
FL,,S,COCAINE HYDROCHLORIDE, 76 , 186 ,2007,7, -   
