State,Country,MethAcq,Drug, Potency , Nt Wt ,Seize Year,Seize Month, Post Price 
OH,,G,COCAINE HYDROCHLORIDE, 78 , 13 ,2007,3, -   
AK,,S,COCAINE, 88 , 4 ,2007,3, -   
AK,,S,COCAINE, 86 , 3 ,2007,3, -   
AK,,S,COCAINE HYDROCHLORIDE, 73 , 23 ,2007,3, -   
AK,,S,COCAINE HYDROCHLORIDE, 72 , 2 ,2007,3, -   
AK,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
AK,,S,COCAINE, 85 , 1 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 77 ," 33,050 ",2007,3, -   
CT,,S,COCAINE, 72 , 14 ,2007,3, -   
DC,,S,COCAINE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 84 , 1 ,2007,3, -   
DC,,S,COCAINE, 80 , 0 ,2007,3, -   
DC,,S,COCAINE, 85 , 0 ,2007,3, -   
DC,,S,COCAINE, 59 , 1 ,2007,3, -   
DC,,S,COCAINE, 84 , 0 ,2007,3, -   
DC,,S,COCAINE, 81 , 0 ,2007,3, -   
HI,,S,COCAINE HYDROCHLORIDE, 84 , 28 ,2007,3, -   
LA,,S,COCAINE, 76 , 29 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 76 , 994 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 77 , 996 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 67 ," 1,124 ",2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 75 , 992 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 77 , 991 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 75 , 998 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 77 , 988 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 72 , 984 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 75 , 996 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 76 , 998 ,2007,3, -   
MD,,S,COCAINE, 58 , 2 ,2007,3, -   
MS,,S,COCAINE HYDROCHLORIDE, 75 , 366 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 , 8 ,2007,3, -   
TX,,S,COCAINE, 76 , 29 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 , 36 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 69 , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 59 , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 72 , 0 ,2007,3, -   
TX,,S,COCAINE, -   , 0 ,2007,3, -   
TX,,S,COCAINE, -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 92 ," 1,004 ",2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,COCAINE, 84 , 15 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 247,700 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 74 ," 13,230 ",2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 44 , 955 ,2007,3, -   
WA,,S,COCAINE HYDROCHLORIDE, 51 , 492 ,2007,3, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
AZ,,S,COCAINE HYDROCHLORIDE, 87 ," 19,050 ",2007,3, -   
DC,,S,COCAINE, 96 , 0 ,2007,3, -   
DC,,S,COCAINE, 81 , 3 ,2007,3, -   
PA,,S,COCAINE, 92 , 0 ,2007,3, -   
PA,,S,COCAINE, 67 , 27 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 81 ," 13,010 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 ," 13,050 ",2007,3, -   
VA,,S,COCAINE, 64 , 135 ,2007,3, -   
DC,,S,COCAINE, 77 , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 82 ," 39,850 ",2007,3, -   
,EU,S,COCAINE, 64 , 2 ,2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 66 ," 9,920 ",2007,3, -   
NC,,G,COCAINE HYDROCHLORIDE, 76 , 1 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 85 , 3 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 76 , 982 ,2007,3, -   
IL,,S,COCAINE, -   , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 70 ," 4,902 ",2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 24 , 78 ,2007,3, -   
LA,,S,COCAINE, 42 , 34 ,2007,3, -   
NC,,S,COCAINE HYDROCHLORIDE, 77 , 994 ,2007,3, -   
NC,,S,COCAINE HYDROCHLORIDE, 79 ," 3,996 ",2007,3, -   
NJ,,S,COCAINE, 48 , 42 ,2007,3, -   
NJ,,S,COCAINE HYDROCHLORIDE, 83 , 82 ,2007,3, -   
NJ,,S,COCAINE, 55 , 14 ,2007,3, -   
NJ,,S,COCAINE, 50 , 1 ,2007,3, -   
NJ,,S,COCAINE HYDROCHLORIDE, 81 , 5 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 41 , 452 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 66 , 66 ,2007,3, -   
NY,,S,COCAINE, 77 , 13 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 94 ," 17,030 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 233 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 ," 21,990 ",2007,3, -   
VA,,S,COCAINE HYDROCHLORIDE, 86 ," 1,000 ",2007,3, -   
VA,,S,COCAINE HYDROCHLORIDE, 87 ," 3,001 ",2007,3, -   
,PR,S,COCAINE, 39 , 13 ,2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 22 , 4 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 70 , 490 ,2007,3, -   
CA,,S,COCAINE, -   , 55 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 65 , 19 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 2 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 60 , 88 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 77 , 26 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 76 , 539 ,2007,3, -   
CA,,S,COCAINE, 75 , 218 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 73 , 19 ,2007,3, -   
CA,,S,COCAINE, 77 , 19 ,2007,3, -   
CT,,S,COCAINE, 45 , 109 ,2007,3, -   
CT,,S,COCAINE HYDROCHLORIDE, 75 , 2 ,2007,3, -   
CT,,S,COCAINE, -   , 0 ,2007,3, -   
CT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
CT,,S,COCAINE, 49 , 4 ,2007,3, -   
CT,,S,COCAINE, 79 , 3 ,2007,3, -   
CT,,S,COCAINE, 72 , 1 ,2007,3, -   
CT,,S,COCAINE, 52 , 3 ,2007,3, -   
CT,,S,COCAINE, 65 , 1 ,2007,3, -   
DC,,S,COCAINE, 77 , 0 ,2007,3, -   
DC,,S,COCAINE, 73 , 0 ,2007,3, -   
DC,,S,COCAINE, 82 , 4 ,2007,3, -   
DC,,S,COCAINE, 81 , 13 ,2007,3, -   
DC,,S,COCAINE, 84 , 0 ,2007,3, -   
DC,,S,COCAINE, 82 , 0 ,2007,3, -   
DC,,S,COCAINE, 53 , 1 ,2007,3, -   
FL,,S,COCAINE, 73 , 4 ,2007,3, -   
FL,,S,COCAINE, 67 , 1 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 81 , 1 ,2007,3, -   
KY,,S,COCAINE HYDROCHLORIDE, 89 ," 51,750 ",2007,3, -   
MD,,S,COCAINE, 81 , 174 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 86 , 64 ,2007,3, -   
ME,,S,COCAINE HYDROCHLORIDE, 66 , 3 ,2007,3, -   
SC,,S,COCAINE HYDROCHLORIDE, 90 ," 1,000 ",2007,3, -   
SC,,S,COCAINE HYDROCHLORIDE, 85 ," 11,190 ",2007,3, -   
SC,,S,COCAINE, 49 , 198 ,2007,3, -   
SC,,S,COCAINE HYDROCHLORIDE, 57 , 450 ,2007,3, -   
TN,,S,COCAINE, 66 , 9 ,2007,3, -   
TN,,S,COCAINE HYDROCHLORIDE, 85 , 2 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 ," 5,019 ",2007,3, -   
VA,,S,COCAINE, 63 , 7 ,2007,3, -   
VA,,S,COCAINE, 65 , 0 ,2007,3, -   
VA,,S,COCAINE, 80 , 7 ,2007,3, -   
VA,,S,COCAINE, 69 , 1 ,2007,3, -   
VA,,S,COCAINE, -   , 0 ,2007,3, -   
VA,,S,COCAINE, 80 , 3 ,2007,3, -   
WA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
WA,,S,COCAINE, 80 , 6 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
CT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, 27 , 330 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,COCAINE, 85 , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,COCAINE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 70 , 0 ,2007,3, -   
FL,,S,COCAINE, 57 , 44 ,2007,3, -   
GA,,S,COCAINE, 82 , 9 ,2007,3, -   
IL,,S,COCAINE, 55 , 493 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 84 , 124 ,2007,3, -   
IN,,S,COCAINE, 63 , 8 ,2007,3, -   
IN,,S,COCAINE, 61 , 2 ,2007,3, -   
LA,,S,COCAINE, 84 , 1 ,2007,3, -   
MD,,S,COCAINE, 86 , 0 ,2007,3, -   
MD,,S,COCAINE, 63 , 0 ,2007,3, -   
MD,,S,COCAINE, -   , 0 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 73 , 1 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 38 , 4 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 88 , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 57 , 124 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 74 , 2 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
PA,,S,COCAINE, 65 , 2 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 61 , 0 ,2007,3, -   
VA,,S,COCAINE HYDROCHLORIDE, 42 , 6 ,2007,3, -   
WA,,S,COCAINE HYDROCHLORIDE, 42 , 33 ,2007,3, -   
WA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
WI,,S,COCAINE HYDROCHLORIDE, 66 , 13 ,2007,3, -   
WV,,S,COCAINE, -   , 0 ,2007,3, -   
,IT,S,COCAINE HYDROCHLORIDE, 37 , 2 ,2007,3, -   
,VI,S,COCAINE, 69 , 14 ,2007,3, -   
,VI,S,COCAINE, 91 , 2 ,2007,3, -   
,VI,S,COCAINE HYDROCHLORIDE, 80 , 4 ,2007,3, -   
AL,,S,COCAINE, 72 , 52 ,2007,3, -   
AL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
AZ,,S,COCAINE HYDROCHLORIDE, 80 , 1 ,2007,3, -   
CA,,S,COCAINE, 81 , 7 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 64 , 38 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 , 2 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 , 2 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 79 , 8 ,2007,3, -   
CA,,S,COCAINE, 82 , 1 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 ," 2,907 ",2007,3, -   
DC,,S,COCAINE, 72 , 2 ,2007,3, -   
DC,,S,COCAINE, 77 , 2 ,2007,3, -   
FL,,S,COCAINE, 46 , 26 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 85 ," 1,733,000 ",2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 87 ," 1,004 ",2007,3, -   
MI,,S,COCAINE HYDROCHLORIDE, 88 ," 15,040 ",2007,3, -   
MO,,S,COCAINE, 61 , 5 ,2007,3, -   
MO,,S,COCAINE, 57 , 1 ,2007,3, -   
MT,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 86 , 60 ,2007,3, -   
OH,,S,COCAINE HYDROCHLORIDE, 87 ," 1,987 ",2007,3, -   
PA,,S,COCAINE HYDROCHLORIDE, 92 ," 30,050 ",2007,3, -   
PA,,S,COCAINE HYDROCHLORIDE, 90 , 9 ,2007,3, -   
PA,,S,COCAINE, 86 , 4 ,2007,3, -   
TN,,S,COCAINE HYDROCHLORIDE, 73 , 977 ,2007,3, -   
TN,,S,COCAINE HYDROCHLORIDE, 70 , 483 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 57 ," 1,985 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 ," 149,900 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 16,240 ",2007,3, -   
VA,,S,COCAINE, 59 , 0 ,2007,3, -   
VA,,S,COCAINE, 62 , 1 ,2007,3, -   
VA,,S,COCAINE, 55 , 44 ,2007,3, -   
IL,,X,COCAINE HYDROCHLORIDE, 85 , 63 ,2007,3, -   
NY,,X,COCAINE, -   , 0 ,2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 42 ," 1,101 ",2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 36 ," 1,011 ",2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 37 , 1 ,2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 81 ," 1,008 ",2007,3, -   
,PR,S,"COCAINE, SALT UNDETERMINED", -   , 967 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 75 , 147 ,2007,3, -   
DC,,S,COCAINE, 84 , 0 ,2007,3, -   
DC,,S,COCAINE, 72 , 29 ,2007,3, -   
DC,,S,COCAINE, 71 , 3 ,2007,3, -   
DC,,S,COCAINE, 73 , 0 ,2007,3, -   
DC,,S,COCAINE, 71 , 4 ,2007,3, -   
DC,,S,COCAINE, 87 , 1 ,2007,3, -   
DC,,S,COCAINE, 63 , 0 ,2007,3, -   
DC,,S,COCAINE, 87 , 0 ,2007,3, -   
DC,,S,COCAINE, 60 , 5 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 53 , 0 ,2007,3, -   
LA,,S,COCAINE, 56 , 102 ,2007,3, -   
MD,,S,COCAINE, 47 , 3 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 85 , 14 ,2007,3, -   
MD,,S,COCAINE, 71 , 17 ,2007,3, -   
MI,,S,COCAINE, 65 , 11 ,2007,3, -   
MI,,S,COCAINE, 60 , 10 ,2007,3, -   
NC,,S,"COCAINE, SALT UNDETERMINED", -   , 39 ,2007,3, -   
NC,,S,COCAINE HYDROCHLORIDE, 32 , 51 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 37 , 440 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 37 , 113 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 238 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 , 124 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 72 , 28 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 10,950 ",2007,3, -   
TX,,S,COCAINE, 90 , 2 ,2007,3, -   
VA,,S,COCAINE, 66 , 2 ,2007,3, -   
WV,,S,COCAINE HYDROCHLORIDE, 76 , 27 ,2007,3, -   
WV,,S,COCAINE HYDROCHLORIDE, 67 , 28 ,2007,3, -   
,VI,S,COCAINE, 67 , 1 ,2007,3, -   
,VI,S,COCAINE, 62 , 0 ,2007,3, -   
,VI,S,COCAINE, 66 , 5 ,2007,3, -   
,VI,S,COCAINE HYDROCHLORIDE, 71 , 250 ,2007,3, -   
CA,,S,COCAINE, 83 , 3 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 92 ," 6,943 ",2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, 16 , 3 ,2007,3, -   
FL,,S,COCAINE, 55 , 134 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 96 , 1 ,2007,3, -   
IL,,S,COCAINE, 67 , 2 ,2007,3, -   
IL,,S,COCAINE, 75 , 1 ,2007,3, -   
IL,,S,COCAINE, 77 , 0 ,2007,3, -   
PA,,S,COCAINE, -   , 0 ,2007,3, -   
PA,,S,COCAINE, 60 , 31 ,2007,3, -   
PA,,S,COCAINE, 64 , 747 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 128 ,2007,3, -   
TX,,S,COCAINE, 88 , 60 ,2007,3, -   
TX,,S,COCAINE, 87 , 119 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 95 , 991 ,2007,3, -   
LA,,P,COCAINE HYDROCHLORIDE, 79 , 995 ,2007,4," 20,000 "
LA,,P,COCAINE HYDROCHLORIDE, 71 , 997 ,2007,4," 20,000 "
NM,,P,COCAINE HYDROCHLORIDE, 27 , 484 ,2007,4," 9,000 "
VT,,P,COCAINE HYDROCHLORIDE, 49 , 168 ,2007,4," 7,200 "
NM,,P,COCAINE HYDROCHLORIDE, 45 , 266 ,2007,4," 7,000 "
KY,,P,COCAINE HYDROCHLORIDE, 71 , 198 ,2007,4," 6,400 "
FL,,P,COCAINE HYDROCHLORIDE, 77 , 252 ,2007,4," 5,500 "
TX,,P,COCAINE HYDROCHLORIDE, 41 , 250 ,2007,4," 4,200 "
AR,,P,COCAINE HYDROCHLORIDE, 35 , 140 ,2007,4," 3,700 "
PA,,P,COCAINE, 68 , 102 ,2007,4," 3,400 "
MI,,P,COCAINE HYDROCHLORIDE, 47 , 125 ,2007,4," 3,300 "
CA,,P,COCAINE HYDROCHLORIDE, 32 , 108 ,2007,4," 3,200 "
CA,,P,COCAINE HYDROCHLORIDE, 79 , 109 ,2007,4," 3,200 "
VA,,P,COCAINE, 61 , 62 ,2007,4," 3,100 "
NY,,P,COCAINE, 61 , 39 ,2007,4," 3,000 "
FL,,P,COCAINE, 42 , 55 ,2007,4," 3,000 "
VA,,P,COCAINE HYDROCHLORIDE, 71 , 125 ,2007,4," 2,900 "
OH,,P,COCAINE HYDROCHLORIDE, 22 , 108 ,2007,4," 2,800 "
NY,,P,COCAINE, 73 , 85 ,2007,4," 2,700 "
NM,,P,COCAINE HYDROCHLORIDE, 23 , 128 ,2007,4," 2,500 "
PA,,P,COCAINE HYDROCHLORIDE, 61 , 59 ,2007,4," 2,400 "
NY,,P,COCAINE, 57 , 55 ,2007,4," 2,400 "
WA,,P,COCAINE, 83 , 51 ,2007,4," 2,300 "
AK,,P,COCAINE, 68 , 36 ,2007,4," 2,300 "
OH,,P,COCAINE, 69 , 60 ,2007,4," 2,200 "
VA,,P,COCAINE HYDROCHLORIDE, 59 , 55 ,2007,4," 2,200 "
MD,,P,COCAINE, 52 , 61 ,2007,4," 2,200 "
FL,,P,COCAINE, 57 , 73 ,2007,4," 2,100 "
WA,,P,COCAINE, 64 , 52 ,2007,4," 2,100 "
MN,,P,COCAINE HYDROCHLORIDE, 87 , 56 ,2007,4," 2,000 "
IL,,P,COCAINE, 73 , 55 ,2007,4," 2,000 "
MA,,P,COCAINE, 71 , 54 ,2007,4," 2,000 "
DC,,P,COCAINE HYDROCHLORIDE, 38 , 61 ,2007,4," 2,000 "
CA,,P,COCAINE, 71 , 72 ,2007,4," 2,000 "
FL,,P,COCAINE, 36 , 46 ,2007,4," 2,000 "
VA,,P,COCAINE HYDROCHLORIDE, 89 , 55 ,2007,4," 1,900 "
CA,,P,COCAINE HYDROCHLORIDE, 28 , 80 ,2007,4," 1,900 "
GA,,P,COCAINE, 66 , 47 ,2007,4," 1,900 "
IN,,P,COCAINE, 63 , 62 ,2007,4," 1,800 "
IL,,P,COCAINE, 47 , 62 ,2007,4," 1,800 "
IL,,P,COCAINE, 60 , 27 ,2007,4," 1,800 "
IN,,P,COCAINE, 38 , 55 ,2007,4," 1,800 "
PA,,P,COCAINE, 33 , 55 ,2007,4," 1,800 "
FL,,P,COCAINE, 34 , 39 ,2007,4," 1,800 "
TX,,P,COCAINE HYDROCHLORIDE, 68 , 55 ,2007,4," 1,800 "
KY,,P,COCAINE, 48 , 54 ,2007,4," 1,800 "
CA,,P,COCAINE, 52 , 89 ,2007,4," 1,800 "
CA,,P,COCAINE, 60 , 76 ,2007,4," 1,700 "
LA,,P,COCAINE HYDROCHLORIDE, 91 , 59 ,2007,4," 1,700 "
CA,,P,COCAINE, 7 , 111 ,2007,4," 1,700 "
NJ,,P,COCAINE, 50 , 56 ,2007,4," 1,700 "
CA,,P,COCAINE, 53 , 77 ,2007,4," 1,700 "
PA,,P,COCAINE, 65 , 59 ,2007,4," 1,600 "
CT,,P,COCAINE HYDROCHLORIDE, 28 , 56 ,2007,4," 1,600 "
VA,,P,COCAINE, 53 , 55 ,2007,4," 1,600 "
LA,,P,COCAINE, 49 , 52 ,2007,4," 1,600 "
IL,,P,COCAINE HYDROCHLORIDE, 41 , 56 ,2007,4," 1,600 "
LA,,P,COCAINE HYDROCHLORIDE, 90 , 14 ,2007,4," 1,600 "
NV,,P,COCAINE HYDROCHLORIDE, 84 , 56 ,2007,4," 1,600 "
AR,,P,COCAINE, 46 , 53 ,2007,4," 1,600 "
CA,,P,COCAINE HYDROCHLORIDE, 80 , 56 ,2007,4," 1,600 "
VA,,P,COCAINE, 49 , 56 ,2007,4," 1,600 "
IN,,P,COCAINE HYDROCHLORIDE, 55 , 59 ,2007,4," 1,600 "
FL,,P,COCAINE HYDROCHLORIDE, 94 , 56 ,2007,4," 1,600 "
IL,,P,COCAINE HYDROCHLORIDE, 35 , 56 ,2007,4," 1,600 "
TX,,P,COCAINE, 50 , 68 ,2007,4," 1,600 "
IL,,P,COCAINE, 52 , 62 ,2007,4," 1,600 "
NY,,P,COCAINE, 44 , 52 ,2007,4," 1,500 "
FL,,P,COCAINE, 94 , 48 ,2007,4," 1,500 "
IL,,P,COCAINE, 46 , 55 ,2007,4," 1,500 "
IL,,P,COCAINE HYDROCHLORIDE, 75 , 56 ,2007,4," 1,500 "
NY,,P,COCAINE, 62 , 54 ,2007,4," 1,500 "
IL,,P,COCAINE, 75 , 5 ,2007,4," 1,500 "
WA,,P,COCAINE, 57 , 53 ,2007,4," 1,500 "
IL,,P,COCAINE, 53 , 47 ,2007,4," 1,500 "
MA,,P,COCAINE HYDROCHLORIDE, 21 , 26 ,2007,4," 1,400 "
FL,,P,COCAINE HYDROCHLORIDE, 77 , 49 ,2007,4," 1,400 "
MA,,P,COCAINE, 55 , 49 ,2007,4," 1,400 "
LA,,P,COCAINE, 59 , 62 ,2007,4," 1,400 "
IL,,P,COCAINE, 64 , 54 ,2007,4," 1,400 "
IN,,P,COCAINE, 63 , 62 ,2007,4," 1,400 "
FL,,P,COCAINE HYDROCHLORIDE, 70 , 53 ,2007,4," 1,400 "
FL,,P,COCAINE HYDROCHLORIDE, 88 , 54 ,2007,4," 1,400 "
LA,,P,COCAINE HYDROCHLORIDE, 64 , 64 ,2007,4," 1,400 "
SC,,P,COCAINE, 71 , 66 ,2007,4," 1,400 "
IL,,P,COCAINE, 48 , 55 ,2007,4," 1,300 "
LA,,P,COCAINE HYDROCHLORIDE, 80 , 53 ,2007,4," 1,300 "
CT,,P,COCAINE HYDROCHLORIDE, 13 , 49 ,2007,4," 1,300 "
PA,,P,COCAINE HYDROCHLORIDE, 81 , 35 ,2007,4," 1,200 "
FL,,P,COCAINE, 90 , 35 ,2007,4," 1,200 "
VA,,P,COCAINE HYDROCHLORIDE, 96 , 28 ,2007,4," 1,200 "
WA,,P,COCAINE HYDROCHLORIDE, 73 , 56 ,2007,4," 1,200 "
FL,,P,COCAINE, 80 , 34 ,2007,4," 1,200 "
LA,,P,COCAINE, 46 , 42 ,2007,4," 1,100 "
WV,,P,COCAINE, 42 , 28 ,2007,4," 1,100 "
PA,,P,COCAINE HYDROCHLORIDE, 40 , 25 ,2007,4," 1,100 "
IA,,P,COCAINE, 61 , 19 ,2007,4," 1,100 "
MA,,P,COCAINE, 42 , 30 ,2007,4," 1,100 "
DC,,P,COCAINE, 48 , 30 ,2007,4," 1,000 "
MA,,P,COCAINE HYDROCHLORIDE, 63 , 26 ,2007,4," 1,000 "
GA,,P,COCAINE, 62 , 30 ,2007,4," 1,000 "
UT,,P,COCAINE, 88 , 8 ,2007,4," 1,000 "
PA,,P,COCAINE, 55 , 27 ,2007,4," 1,000 "
DC,,P,COCAINE, 48 , 30 ,2007,4," 1,000 "
FL,,P,"COCAINE, SALT UNDETERMINED", 26 , 42 ,2007,4," 1,000 "
WV,,P,COCAINE HYDROCHLORIDE, 59 , 11 ,2007,4," 1,000 "
CT,,P,COCAINE, 48 , 27 ,2007,4, 980 
NY,,P,COCAINE, 68 , 27 ,2007,4, 950 
MO,,P,COCAINE HYDROCHLORIDE, 71 , 28 ,2007,4, 950 
MN,,P,COCAINE HYDROCHLORIDE, 49 , 28 ,2007,4, 900 
MO,,P,COCAINE HYDROCHLORIDE, 79 , 14 ,2007,4, 900 
DE,,P,COCAINE, 46 , 21 ,2007,4, 900 
TX,,P,COCAINE, 31 , 47 ,2007,4, 900 
KY,,P,COCAINE HYDROCHLORIDE, 72 , 28 ,2007,4, 850 
PA,,P,COCAINE, 57 , 26 ,2007,4, 850 
CA,,P,COCAINE, 57 , 22 ,2007,4, 840 
IL,,P,COCAINE, 13 , 27 ,2007,4, 830 
OH,,P,COCAINE HYDROCHLORIDE, 91 , 28 ,2007,4, 830 
NY,,P,COCAINE HYDROCHLORIDE, 83 , 28 ,2007,4, 830 
